,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
109,2016-04-19,9.0,15.2,4.3,0.0,5.2,,,2.4,8.5,1011.6,75,1017.3
110,2016-04-20,10.8,17.8,2.6,,8.4,,,2.3,7.2,1016.2,57,1021.9
111,2016-04-21,12.3,18.0,6.8,0.0,0.0,,,2.1,8.9,1007.5,62,1013.2
112,2016-04-22,10.1,14.9,7.1,6.5,3.4,,,2.4,11.5,1003.1,92,1008.8
113,2016-04-23,13.0,21.2,5.9,,6.5,,,2.0,11.9,1003.8,81,1009.4
114,2016-04-24,12.8,18.4,6.7,,11.5,,,2.2,6.9,1008.1,48,1013.7
115,2016-04-25,9.4,15.5,5.6,,12.1,,,3.2,7.6,1014.9,64,1020.6
116,2016-04-26,9.6,14.4,5.2,,9.5,,,2.6,8.4,1012.2,71,1017.9
117,2016-04-27,7.0,12.0,3.5,,0.4,,,2.1,8.1,1011.3,82,1017.1
118,2016-04-28,8.5,10.3,6.1,65.5,0.0,,,1.9,10.6,1000.5,95,1006.2
119,2016-04-29,8.0,11.4,5.7,6.0,2.0,,,3.1,7.9,992.4,73,998.1
120,2016-04-30,10.1,15.8,4.6,,10.6,,,2.7,5.2,1003.5,44,1009.2
121,2016-05-01,7.3,9.3,5.2,4.0,0.0,,,1.4,9.0,1009.7,88,1015.5
122,2016-05-02,10.7,17.9,3.9,,9.3,,,2.2,10.4,1014.3,81,1020.0
123,2016-05-03,19.0,26.2,12.1,,10.7,,,3.8,13.8,1007.2,64,1012.7
124,2016-05-04,15.8,20.6,9.5,3.0,1.3,,,3.1,14.1,996.7,79,1002.2
125,2016-05-05,15.4,19.4,11.2,0.0,4.1,,,2.7,9.0,1000.5,52,1006.1
126,2016-05-06,14.5,19.2,9.0,,7.2,,,2.0,9.4,1009.2,58,1014.8
127,2016-05-07,17.6,23.2,13.0,0.0,3.1,,,2.6,12.0,998.1,60,1003.6
128,2016-05-08,17.0,23.3,9.2,,11.5,,,3.3,5.9,1006.5,32,1012.1
